0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.621109193928760253e-67
2.000000000000000000e+00,5.327506512958757371e-57
3.000000000000000000e+00,6.573448472381464595e-48
4.000000000000000000e+00,1.955227975486760148e-40
5.000000000000000000e+00,1.311795026724900196e-34
6.000000000000000000e+00,8.677675646456777127e-30
7.000000000000000000e+00,1.478292680385435045e-25
8.000000000000000000e+00,3.967895148744809946e-22
9.000000000000000000e+00,2.759359166035576847e-19
1.000000000000000000e+01,6.270703652240230221e-17
1.100000000000000000e+01,5.858372557766307323e-15
1.200000000000000000e+01,2.430375958910050159e-13
1.300000000000000000e+01,4.928436761770916727e-12
1.400000000000000000e+01,5.406449614346828896e-11
1.500000000000000000e+01,3.532449392770490511e-10
1.600000000000000000e+01,1.497873299274671311e-09
1.700000000000000000e+01,4.441536651992166604e-09
1.800000000000000000e+01,9.827247370549893979e-09
1.900000000000000000e+01,1.717930543775827959e-08
2.000000000000000000e+01,2.497355278890541245e-08
2.100000000000000000e+01,3.161085314079756900e-08
2.200000000000000000e+01,3.627882156042351003e-08
2.300000000000000000e+01,3.901743882093877240e-08
2.400000000000000000e+01,4.016093250622338739e-08
2.500000000000000000e+01,3.967995205997242732e-08
2.600000000000000000e+01,3.701443314856031336e-08
2.700000000000000000e+01,3.173647124525699527e-08
2.800000000000000000e+01,2.442501437603930401e-08
2.900000000000000000e+01,1.664941515168099136e-08
3.000000000000000000e+01,1.002464248474496040e-08
3.100000000000000000e+01,5.363615091709532496e-09
3.200000000000000000e+01,2.588618545318533328e-09
3.300000000000000000e+01,1.161672193781100913e-09
3.400000000000000000e+01,5.166978817365915091e-10
3.500000000000000000e+01,2.564616873637931644e-10
3.600000000000000000e+01,1.614182371424692784e-10
3.700000000000000000e+01,1.295948097440231817e-10
3.800000000000000000e+01,1.196490410830292918e-10
3.900000000000000000e+01,1.167117671807691776e-10
4.000000000000000000e+01,1.158336829776650400e-10
4.100000000000000000e+01,1.155002857033297981e-10
4.200000000000000000e+01,1.153015085118164369e-10
4.300000000000000000e+01,1.151262052375927748e-10
4.400000000000000000e+01,1.149451403862759756e-10
4.500000000000000000e+01,1.147498184281457280e-10
4.600000000000000000e+01,1.145370657662584938e-10
4.700000000000000000e+01,1.143056338806017686e-10
4.800000000000000000e+01,1.140550467428676838e-10
4.900000000000000000e+01,1.137854676124162876e-10
5.000000000000000000e+01,1.134976250070949491e-10
5.100000000000000000e+01,1.131927070042550600e-10
5.200000000000000000e+01,1.128722903151249984e-10
5.300000000000000000e+01,1.125383239777355114e-10
5.400000000000000000e+01,1.121930772120087319e-10
5.500000000000000000e+01,1.118390206249980267e-10
5.600000000000000000e+01,1.114787408562925060e-10
5.700000000000000000e+01,1.111149127800833879e-10
5.800000000000000000e+01,1.107502569037109860e-10
5.900000000000000000e+01,1.103873966647170820e-10
6.000000000000000000e+01,1.100288510655180127e-10
6.100000000000000000e+01,1.096769609075606664e-10
6.200000000000000000e+01,1.093338713985168176e-10
6.300000000000000000e+01,1.090014919927936738e-10
6.400000000000000000e+01,1.086814743344584907e-10
6.500000000000000000e+01,1.083752001798758264e-10
6.600000000000000000e+01,1.080837788743470195e-10
6.700000000000000000e+01,1.078080516005144936e-10
6.800000000000000000e+01,1.075486023785497339e-10
6.900000000000000000e+01,1.073057738781584984e-10
7.000000000000000000e+01,1.070796871243017623e-10
7.100000000000000000e+01,1.068702643931116655e-10
7.200000000000000000e+01,1.066772534136626436e-10
7.300000000000000000e+01,1.065002522647326384e-10
7.400000000000000000e+01,1.063387342314234840e-10
7.500000000000000000e+01,1.061920717041034371e-10
7.600000000000000000e+01,1.060595588736669708e-10
7.700000000000000000e+01,1.059404326166923196e-10
7.800000000000000000e+01,1.058338913530541805e-10
7.900000000000000000e+01,1.057391119345125820e-10
8.000000000000000000e+01,1.056552642926915070e-10
8.100000000000000000e+01,1.055815238715363432e-10
8.200000000000000000e+01,1.055170821167188261e-10
8.300000000000000000e+01,1.054611549896104739e-10
8.400000000000000000e+01,1.054129896086176013e-10
8.500000000000000000e+01,1.053718693921136797e-10
8.600000000000000000e+01,1.053371177112888263e-10
8.700000000000000000e+01,1.053081001977701712e-10
8.800000000000000000e+01,1.052842261337213656e-10
8.900000000000000000e+01,1.052649488114062590e-10
